id,title,content,label
711,Board Exams Cancelled Permanently Across India,A viral message on WhatsApp states that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
178,State Universities to Offer Free Courses for Women Confirmed,Recent announcements highlight that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
659,NASA Collaborates with Indian Schools to Teach Space Travel in 2025,Social media reports suggest that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
389,Major EdTech Firm Partners with Government for Online Classes Announced,The government has clarified that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
310,AI-based Assessment Tools to Be Introduced in Schools Confirmed,Recent announcements highlight that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
244,Global Ranking Places Indian University in Top 100 Confirmed,Recent announcements highlight that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
751,Board Exams Cancelled Permanently Across India Announced,Some blogs allege that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
394,Global Ranking Places Indian University in Top 100 Confirmed,"According to the Education Ministry, this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
131,Government Announces New Scholarship Program for Rural Students Announced,Officials confirmed that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
479,Major EdTech Firm Partners with Government for Online Classes Announced,Recent announcements highlight that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
734,Global Rankings Show Indian Schools Surpassing Harvard Latest News,A viral message on WhatsApp states that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
841,Board Exams Cancelled Permanently Across India Announced,Unverified sources claim that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
234,Global Ranking Places Indian University in Top 100 Latest News,Recent announcements highlight that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
451,Government Announces New Scholarship Program for Rural Students,The latest circular states that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
959,NASA Collaborates with Indian Schools to Teach Space Travel in 2025,Some blogs allege that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
250,AI-based Assessment Tools to Be Introduced in Schools Confirmed,Recent announcements highlight that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
90,AI-based Assessment Tools to Be Introduced in Schools Latest News,The government has clarified that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
252,IITs to Introduce AI and Data Science as Core Subjects Latest News,Officials confirmed that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
541,Board Exams Cancelled Permanently Across India Announced,A viral message on WhatsApp states that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
138,State Universities to Offer Free Courses for Women Latest News,Officials confirmed that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
752,All Universities to Abolish Entrance Tests from Next Year Latest News,Social media reports suggest that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
245,NEP 2020 Implementation Enters Second Phase Announced,The latest circular states that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
27,New Teacher Training Initiative Launched Nationwide in 2025,Recent announcements highlight that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
22,IITs to Introduce AI and Data Science as Core Subjects Confirmed,The latest circular states that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
739,NASA Collaborates with Indian Schools to Teach Space Travel Announced,Rumors circulating online indicate that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
583,Government Announces Free iPhones for All College Students Announced,Some blogs allege that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
187,New Teacher Training Initiative Launched Nationwide,"According to the Education Ministry, it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
351,Government Announces New Scholarship Program for Rural Students in 2025,The latest circular states that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
690,Students Can Graduate Without Exams Under New Rule Confirmed,Rumors circulating online indicate that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
404,Global Ranking Places Indian University in Top 100 - Update,Officials confirmed that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
862,All Universities to Abolish Entrance Tests from Next Year - Update,Social media reports suggest that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
647,University Degrees to Be Replaced by Blockchain Badges in 2025,Some blogs allege that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
162,IITs to Introduce AI and Data Science as Core Subjects Latest News,Officials confirmed that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
842,All Universities to Abolish Entrance Tests from Next Year Latest News,Social media reports suggest that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
909,NASA Collaborates with Indian Schools to Teach Space Travel,A viral message on WhatsApp states that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
563,Government Announces Free iPhones for All College Students in 2025,Some blogs allege that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
903,Government Announces Free iPhones for All College Students,Unverified sources claim that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
180,AI-based Assessment Tools to Be Introduced in Schools Latest News,Officials confirmed that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
620,Students Can Graduate Without Exams Under New Rule Latest News,Social media reports suggest that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
738,Education Ministry Plans to Ban Homework Nationwide Confirmed,Social media reports suggest that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
321,Government Announces New Scholarship Program for Rural Students in 2025,The latest circular states that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
119,Major EdTech Firm Partners with Government for Online Classes Announced,"According to the Education Ministry, experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
759,NASA Collaborates with Indian Schools to Teach Space Travel,A viral message on WhatsApp states that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
61,Government Announces New Scholarship Program for Rural Students,Recent announcements highlight that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
731,Board Exams Cancelled Permanently Across India in 2025,Social media reports suggest that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
595,New Law Requires Students to Work for Government After Graduation Announced,Some blogs allege that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
48,State Universities to Offer Free Courses for Women Latest News,"According to the Education Ministry, this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
271,Government Announces New Scholarship Program for Rural Students,"According to the Education Ministry, it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
355,NEP 2020 Implementation Enters Second Phase,The latest circular states that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
930,Students Can Graduate Without Exams Under New Rule Confirmed,A viral message on WhatsApp states that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
508,Education Ministry Plans to Ban Homework Nationwide - Update,Rumors circulating online indicate that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
773,Government Announces Free iPhones for All College Students in 2025,Some blogs allege that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
460,AI-based Assessment Tools to Be Introduced in Schools Confirmed,"According to the Education Ministry, the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
832,All Universities to Abolish Entrance Tests from Next Year - Update,Rumors circulating online indicate that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
11,Government Announces New Scholarship Program for Rural Students Announced,Officials confirmed that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
662,All Universities to Abolish Entrance Tests from Next Year Latest News,Unverified sources claim that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
920,Students Can Graduate Without Exams Under New Rule Latest News,Rumors circulating online indicate that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
894,Global Rankings Show Indian Schools Surpassing Harvard Confirmed,A viral message on WhatsApp states that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
317,New Teacher Training Initiative Launched Nationwide Announced,Officials confirmed that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
449,Major EdTech Firm Partners with Government for Online Classes Announced,Officials confirmed that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
133,CBSE Releases Revised Curriculum for 2025 Academic Year,Officials confirmed that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
124,Global Ranking Places Indian University in Top 100 Confirmed,The latest circular states that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
94,Global Ranking Places Indian University in Top 100 Confirmed,Officials confirmed that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
525,New Law Requires Students to Work for Government After Graduation,Unverified sources claim that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
853,Government Announces Free iPhones for All College Students Announced,A viral message on WhatsApp states that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
110,AI-based Assessment Tools to Be Introduced in Schools - Update,The government has clarified that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
424,Global Ranking Places Indian University in Top 100 Confirmed,Recent announcements highlight that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
981,Board Exams Cancelled Permanently Across India,Social media reports suggest that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
872,All Universities to Abolish Entrance Tests from Next Year Latest News,Some blogs allege that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
41,Government Announces New Scholarship Program for Rural Students Announced,The government has clarified that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
283,CBSE Releases Revised Curriculum for 2025 Academic Year,The government has clarified that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
570,Students Can Graduate Without Exams Under New Rule Confirmed,Rumors circulating online indicate that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
963,Government Announces Free iPhones for All College Students,A viral message on WhatsApp states that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
767,University Degrees to Be Replaced by Blockchain Badges in 2025,A viral message on WhatsApp states that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
327,New Teacher Training Initiative Launched Nationwide in 2025,Recent announcements highlight that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
341,Government Announces New Scholarship Program for Rural Students Announced,The government has clarified that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
839,NASA Collaborates with Indian Schools to Teach Space Travel in 2025,Some blogs allege that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
644,Global Rankings Show Indian Schools Surpassing Harvard Latest News,Social media reports suggest that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
809,NASA Collaborates with Indian Schools to Teach Space Travel in 2025,A viral message on WhatsApp states that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
550,Students Can Graduate Without Exams Under New Rule - Update,Social media reports suggest that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
423,CBSE Releases Revised Curriculum for 2025 Academic Year in 2025,"According to the Education Ministry, it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
953,Government Announces Free iPhones for All College Students in 2025,Some blogs allege that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
567,University Degrees to Be Replaced by Blockchain Badges,A viral message on WhatsApp states that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
367,New Teacher Training Initiative Launched Nationwide,The government has clarified that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
494,Global Ranking Places Indian University in Top 100 - Update,Recent announcements highlight that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
635,New Law Requires Students to Work for Government After Graduation in 2025,Rumors circulating online indicate that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
976,Entire Semester Exams to Be Conducted on WhatsApp - Update,Rumors circulating online indicate that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
925,New Law Requires Students to Work for Government After Graduation Announced,Some blogs allege that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
400,AI-based Assessment Tools to Be Introduced in Schools Confirmed,The latest circular states that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
822,All Universities to Abolish Entrance Tests from Next Year Confirmed,Some blogs allege that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
604,Global Rankings Show Indian Schools Surpassing Harvard - Update,Rumors circulating online indicate that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
676,Entire Semester Exams to Be Conducted on WhatsApp - Update,Unverified sources claim that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
703,Government Announces Free iPhones for All College Students Announced,A viral message on WhatsApp states that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
898,Education Ministry Plans to Ban Homework Nationwide - Update,Social media reports suggest that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
78,State Universities to Offer Free Courses for Women Latest News,Recent announcements highlight that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
189,Major EdTech Firm Partners with Government for Online Classes in 2025,"According to the Education Ministry, the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
938,Education Ministry Plans to Ban Homework Nationwide Latest News,Unverified sources claim that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
934,Global Rankings Show Indian Schools Surpassing Harvard - Update,Social media reports suggest that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
600,Students Can Graduate Without Exams Under New Rule Confirmed,Some blogs allege that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
272,IITs to Introduce AI and Data Science as Core Subjects - Update,"According to the Education Ministry, this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
462,IITs to Introduce AI and Data Science as Core Subjects Latest News,"According to the Education Ministry, the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
446,Education Ministry Allocates $1B for Digital Learning Infrastructure - Update,The government has clarified that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
807,University Degrees to Be Replaced by Blockchain Badges,Some blogs allege that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
340,AI-based Assessment Tools to Be Introduced in Schools Confirmed,The government has clarified that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
258,State Universities to Offer Free Courses for Women Latest News,The government has clarified that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
973,Government Announces Free iPhones for All College Students Announced,Some blogs allege that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
120,AI-based Assessment Tools to Be Introduced in Schools Latest News,Officials confirmed that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
160,AI-based Assessment Tools to Be Introduced in Schools Confirmed,The latest circular states that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
695,New Law Requires Students to Work for Government After Graduation in 2025,Rumors circulating online indicate that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
474,Global Ranking Places Indian University in Top 100 Latest News,Recent announcements highlight that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
459,Major EdTech Firm Partners with Government for Online Classes in 2025,The government has clarified that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
123,CBSE Releases Revised Curriculum for 2025 Academic Year in 2025,The latest circular states that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
997,University Degrees to Be Replaced by Blockchain Badges Announced,A viral message on WhatsApp states that government plans to provide lifetime stipends to all graduates. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
692,All Universities to Abolish Entrance Tests from Next Year Latest News,Social media reports suggest that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
83,CBSE Releases Revised Curriculum for 2025 Academic Year Announced,"According to the Education Ministry, universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
354,Global Ranking Places Indian University in Top 100 Latest News,Officials confirmed that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
843,Government Announces Free iPhones for All College Students,Unverified sources claim that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
749,NASA Collaborates with Indian Schools to Teach Space Travel in 2025,Rumors circulating online indicate that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
170,AI-based Assessment Tools to Be Introduced in Schools - Update,"According to the Education Ministry, it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
270,AI-based Assessment Tools to Be Introduced in Schools Latest News,Officials confirmed that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
582,All Universities to Abolish Entrance Tests from Next Year Confirmed,A viral message on WhatsApp states that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
912,All Universities to Abolish Entrance Tests from Next Year Confirmed,Social media reports suggest that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
649,NASA Collaborates with Indian Schools to Teach Space Travel Announced,A viral message on WhatsApp states that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
332,IITs to Introduce AI and Data Science as Core Subjects - Update,Recent announcements highlight that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
452,IITs to Introduce AI and Data Science as Core Subjects - Update,"According to the Education Ministry, experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
977,University Degrees to Be Replaced by Blockchain Badges in 2025,A viral message on WhatsApp states that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
837,University Degrees to Be Replaced by Blockchain Badges,Rumors circulating online indicate that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
691,Board Exams Cancelled Permanently Across India Announced,Social media reports suggest that institutions will no longer require attendance in classes. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
57,New Teacher Training Initiative Launched Nationwide in 2025,The government has clarified that this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
990,Students Can Graduate Without Exams Under New Rule Confirmed,Some blogs allege that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
536,Entire Semester Exams to Be Conducted on WhatsApp Latest News,Social media reports suggest that students will receive free luxury gadgets under the new scheme. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
303,CBSE Releases Revised Curriculum for 2025 Academic Year in 2025,The government has clarified that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
3,CBSE Releases Revised Curriculum for 2025 Academic Year in 2025,The government has clarified that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
87,New Teacher Training Initiative Launched Nationwide in 2025,Officials confirmed that experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
660,Students Can Graduate Without Exams Under New Rule Confirmed,Rumors circulating online indicate that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
399,Major EdTech Firm Partners with Government for Online Classes in 2025,The latest circular states that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
710,Students Can Graduate Without Exams Under New Rule Latest News,Some blogs allege that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
542,All Universities to Abolish Entrance Tests from Next Year Latest News,Some blogs allege that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
136,Education Ministry Allocates $1B for Digital Learning Infrastructure Confirmed,Officials confirmed that it will enhance digital infrastructure in schools and colleges. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
190,AI-based Assessment Tools to Be Introduced in Schools Confirmed,"According to the Education Ministry, the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
982,All Universities to Abolish Entrance Tests from Next Year - Update,A viral message on WhatsApp states that degrees will be distributed without any formal assessment. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
73,CBSE Releases Revised Curriculum for 2025 Academic Year,The latest circular states that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
200,AI-based Assessment Tools to Be Introduced in Schools - Update,"According to the Education Ministry, experts believe this will benefit millions of students across the country. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
197,New Teacher Training Initiative Launched Nationwide Announced,Officials confirmed that universities are expected to adopt the changes within the next academic year. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
481,Government Announces New Scholarship Program for Rural Students,"According to the Education Ministry, this move aims to improve access to quality education. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.",real
382,IITs to Introduce AI and Data Science as Core Subjects Confirmed,Recent announcements highlight that the reform aligns with the goals of the National Education Policy. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,real
698,Education Ministry Plans to Ban Homework Nationwide Latest News,A viral message on WhatsApp states that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
825,New Law Requires Students to Work for Government After Graduation,Social media reports suggest that final exams will now be optional for all students. This policy is expected to create significant impact across states. Experts are monitoring the situation closely for further updates.,fake
